test/epoch,test/precision,test/Spearman's Rank Correlation (Median),test/Spearman's Rank Correlation (Average),test/F1,test/rssd_absolute,test/mean_rssd,test/sum_rssd,num_cells,checkpoint_path,save_idx,epoch,checkpoint_dir
499,0.2786216711159415,0.5098591961091232,0.4447852430103729,0.2786216711159415,19.30897315008253,3.6840436067223634,81.048959347892,4052,/nfs/team361/mv11/outputs/2025-08-22/11-06-41-MERFISH_mouse_cortex/checkpoints/epoch=499.ckpt,mouse2_slice249_0,499,/nfs/team361/mv11/scgg-reproducibility/experiments/LUNA/MERFISH_mouse_cortex_test_only/model_11-06-41-MERFISH_epoch_499
499,0.2515738029726252,0.460049230087834,0.383136418115595,0.2515738029726252,17.15753087935697,3.3478729707276305,73.65320535600787,3564,/nfs/team361/mv11/outputs/2025-08-22/11-06-41-MERFISH_mouse_cortex/checkpoints/epoch=499.ckpt,mouse2_slice261_0,499,/nfs/team361/mv11/scgg-reproducibility/experiments/LUNA/MERFISH_mouse_cortex_test_only/model_11-06-41-MERFISH_epoch_499
499,0.2204413645081742,0.3522018206460233,0.3075112336863651,0.2204413645081742,21.23968806592113,4.027144870947222,88.59718716083887,4186,/nfs/team361/mv11/outputs/2025-08-22/11-06-41-MERFISH_mouse_cortex/checkpoints/epoch=499.ckpt,mouse2_slice139_0,499,/nfs/team361/mv11/scgg-reproducibility/experiments/LUNA/MERFISH_mouse_cortex_test_only/model_11-06-41-MERFISH_epoch_499
499,0.2593502781605675,0.4443042278631486,0.3702492227263039,0.2593502781605675,16.716193345834462,3.1887007898759503,70.1514173772709,2800,/nfs/team361/mv11/outputs/2025-08-22/11-06-41-MERFISH_mouse_cortex/checkpoints/epoch=499.ckpt,mouse2_slice319_0,499,/nfs/team361/mv11/scgg-reproducibility/experiments/LUNA/MERFISH_mouse_cortex_test_only/model_11-06-41-MERFISH_epoch_499
499,0.2298125742417829,0.3838243671491966,0.2878318724203099,0.2298125742417829,23.053559688836103,4.509994610676688,99.21988143488711,4529,/nfs/team361/mv11/outputs/2025-08-22/11-06-41-MERFISH_mouse_cortex/checkpoints/epoch=499.ckpt,mouse2_slice160_0,499,/nfs/team361/mv11/scgg-reproducibility/experiments/LUNA/MERFISH_mouse_cortex_test_only/model_11-06-41-MERFISH_epoch_499
499,0.2658943989030931,0.452814440043815,0.3487038368261755,0.2658943989030931,22.658373543705054,4.193878190495357,96.4591983813932,5021,/nfs/team361/mv11/outputs/2025-08-22/11-06-41-MERFISH_mouse_cortex/checkpoints/epoch=499.ckpt,mouse2_slice119_0,499,/nfs/team361/mv11/scgg-reproducibility/experiments/LUNA/MERFISH_mouse_cortex_test_only/model_11-06-41-MERFISH_epoch_499
499,0.2461529936864286,0.4124232758397827,0.3128877557017537,0.2461529936864286,22.87409922482825,4.320943405547028,99.38169832758165,4991,/nfs/team361/mv11/outputs/2025-08-22/11-06-41-MERFISH_mouse_cortex/checkpoints/epoch=499.ckpt,mouse2_slice151_0,499,/nfs/team361/mv11/scgg-reproducibility/experiments/LUNA/MERFISH_mouse_cortex_test_only/model_11-06-41-MERFISH_epoch_499
499,0.2466065110540871,0.4248350750874173,0.3520399563080286,0.2466065110540871,21.48678009925064,4.055052698741808,89.21115937231978,4389,/nfs/team361/mv11/outputs/2025-08-22/11-06-41-MERFISH_mouse_cortex/checkpoints/epoch=499.ckpt,mouse2_slice189_0,499,/nfs/team361/mv11/scgg-reproducibility/experiments/LUNA/MERFISH_mouse_cortex_test_only/model_11-06-41-MERFISH_epoch_499
499,0.2671862125139305,0.4630268170563056,0.3553680838897782,0.2671862125139305,18.80301140827678,3.630456921215992,79.87005226675181,3560,/nfs/team361/mv11/outputs/2025-08-22/11-06-41-MERFISH_mouse_cortex/checkpoints/epoch=499.ckpt,mouse2_slice219_0,499,/nfs/team361/mv11/scgg-reproducibility/experiments/LUNA/MERFISH_mouse_cortex_test_only/model_11-06-41-MERFISH_epoch_499
499,0.2350793476168211,0.3529306918787239,0.2833173311677098,0.2350793476168211,15.049048542295862,2.496394152630817,54.92067135787797,1706,/nfs/team361/mv11/outputs/2025-08-22/11-06-41-MERFISH_mouse_cortex/checkpoints/epoch=499.ckpt,mouse2_slice1_0,499,/nfs/team361/mv11/scgg-reproducibility/experiments/LUNA/MERFISH_mouse_cortex_test_only/model_11-06-41-MERFISH_epoch_499
